Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ORF )	Gene names  (primary )	Gene names  (ordered locus )	Gene names  (synonym )
P53187	HOP2_YEAST	reviewed	Homologous-pairing protein 2	HOP2 YGL033W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	214		HOP2	YGL033W	
P53687	HST3_YEAST	reviewed	NAD-dependent histone deacetylase HST3 (EC 2.3.1.286) (Homologous to SIR2 protein 3) (Regulatory protein SIR2 homolog 3)	HST3 YOR025W OR26.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	447	OR26.15	HST3	YOR025W	
P53119	HUL5_YEAST	reviewed	Probable E3 ubiquitin-protein ligase HUL5 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase HUL5)	HUL5 YGL141W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	910		HUL5	YGL141W	
Q12520	HUT1_YEAST	reviewed	UDP-galactose transporter homolog 1 (Multicopy suppressor of leflunomide-sensitivity protein 6)	HUT1 MLF6 YPL244C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	339		HUT1	YPL244C	MLF6
Q05533	INM2_YEAST	reviewed	Inositol monophosphatase 2 (IMP 2) (IMPase 2) (EC 3.1.3.25) (Inositol-1(or 4)-monophosphatase 2)	INM2 IMP2 YDR287W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292		INM2	YDR287W	IMP2
P53901	INN1_YEAST	reviewed	Ingression protein 1	INN1 YNL152W N1765	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	409	N1765	INN1	YNL152W	
P53219	IMO32_YEAST	reviewed	Probable alcohol acetyltransferase (AAT) (EC 2.3.1.-) (Intermediate cleaved by mitochondrial octapeptidyl aminopeptidase protein 32)	IMO32 YGR031W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342		IMO32	YGR031W	
P40559	INP51_YEAST	reviewed	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP51 (EC 3.1.3.36) (Synaptojanin-like protein 1)	INP51 SJL1 YIL002C YIA2C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	946	YIA2C	INP51	YIL002C	SJL1
P10081	IF4A_YEAST	reviewed	ATP-dependent RNA helicase eIF4A (EC 3.6.4.13) (Eukaryotic initiation factor 4A) (eIF-4A) (Stimulator factor I 37 kDa component) (Translation initiation factor 1/2) (p37)	TIF1 TIF41A YKR059W; TIF2 TIF41B YJL138C J0660	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	395	; J0660	TIF1; TIF2	YKR059W; YJL138C	TIF41A; TIF41B
P41734	IAH1_YEAST	reviewed	Isoamyl acetate-hydrolyzing esterase (EC 3.1.1.112)	IAH1 EST2 YOR126C O3287 YOR3287C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238	O3287 YOR3287C	IAH1	YOR126C	EST2
P43615	IRC6_YEAST	reviewed	Increased recombination centers protein 6	IRC6 YFR043C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237		IRC6	YFR043C	
P22149	AFT1_YEAST	reviewed	Iron-regulated transcriptional activator AFT1 (Activator of iron transcription protein 1)	AFT1 RCS1 YGL071W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	690		AFT1	YGL071W	RCS1
Q04412	AGE1_YEAST	reviewed	ADP-ribosylation factor GTPase-activating protein effector protein 1 (ARF GAP effector protein 1) (Suppressor of ARF1 thermosensitive mutant protein 1)	AGE1 SAT1 YDR524C D9719.28	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	482	D9719.28	AGE1	YDR524C	SAT1
P32459	ALLA_YEAST	reviewed	Ureidoglycolate lyase (EC 4.3.2.3) (Degradation of allantoin protein 3) (Ureidoglycolatase) (Ureidoglycolate hydrolase)	DAL3 YIR032C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	195		DAL3	YIR032C	
P38090	AGP2_YEAST	reviewed	General amino acid permease AGP2	AGP2 YBR132C YBR1007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	596	YBR1007	AGP2	YBR132C	
P36973	APT2_YEAST	reviewed	Adenine phosphoribosyltransferase 2 (APRT 2) (EC 2.4.2.7)	APT2 YDR441C D9461.27	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181	D9461.27	APT2	YDR441C	
P53731	ARPC2_YEAST	reviewed	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	ARC35 YNR035C N3296	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342	N3296	ARC35	YNR035C	
P33306	BCK2_YEAST	reviewed	Protein BCK2 (Bypass of kinase C protein)	BCK2 CTR7 YER167W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	851		BCK2	YER167W	CTR7
Q08280	BSC6_YEAST	reviewed	Bypass of stop codon protein 6	BSC6 YOL137W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	497		BSC6	YOL137W	
P53062	BRR6_YEAST	reviewed	Nucleus export protein BRR6 (Bad response to refrigeration protein 6)	BRR6 YGL247W NRA197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	197	NRA197	BRR6	YGL247W	
P38770	BRL1_YEAST	reviewed	Nucleus export protein BRL1 (BRR6-like protein 1)	BRL1 YHR036W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471		BRL1	YHR036W	
P40955	CHS6_YEAST	reviewed	Chitin biosynthesis protein CHS6 (Protein CSD3)	CHS6 CSD3 YJL099W J0838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	746	J0838	CHS6	YJL099W	CSD3
Q3E7A9	CMC4_YEAST	reviewed	Cx9C motif-containing protein 4, mitochondrial	CMC4 YMR194C-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	73		CMC4	YMR194C-B	
P43635	CISY3_YEAST	reviewed	Citrate synthase 3, mitochondrial (EC 2.3.3.1)	CIT3 YPR001W YP9723.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	486	YP9723.01	CIT3	YPR001W	
P49017	COQ5_YEAST	reviewed	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (2-hexaprenyl-6-methoxy-1,4-benzoquinol methyltransferase) (Ubiquinone biosynthesis methyltransferase COQ5)	COQ5 DBI56 YML110C YM8339.09C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	307	YM8339.09C	COQ5	YML110C	DBI56
P43570	GYP8_YEAST	reviewed	GTPase-activating protein GYP8	GYP8 YFL027C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	497		GYP8	YFL027C	
Q02516	HAP5_YEAST	reviewed	Transcriptional activator HAP5	HAP5 YOR358W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	242		HAP5	YOR358W	
P38199	HEK2_YEAST	reviewed	Heterogeneous nuclear rnp K-like protein 2 (KH domain-containing protein 1)	HEK2 KHD1 YBL032W YBL0418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	381	YBL0418	HEK2	YBL032W	KHD1
Q96VH4	HBN1_YEAST	reviewed	Putative nitroreductase HBN1 (EC 1.-.-.-) (Homologous to bacterial nitroreductases protein 1)	HBN1 YCL026C-B YCL027C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	193	YCL027C-A	HBN1	YCL026C-B	
Q12390	GST2_YEAST	reviewed	Glutathione S-transferase 2 (EC 2.5.1.18) (GST-II)	GTT2 YLL060C L0560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	233	L0560	GTT2	YLL060C	
Q06674	HIM1_YEAST	reviewed	Protein HIM1 (High induction of mutagenesis protein 1)	HIM1 YDR317W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	414		HIM1	YDR317W	
P53686	HST2_YEAST	reviewed	NAD-dependent protein deacetylase HST2 (EC 2.3.1.286) (Homologous to SIR2 protein 2) (Regulatory protein SIR2 homolog 2)	HST2 YPL015C LPA2C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	357	LPA2C	HST2	YPL015C	
P53096	HOS2_YEAST	reviewed	Probable histone deacetylase HOS2 (EC 3.5.1.98)	HOS2 YGL194C G1330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452	G1330	HOS2	YGL194C	
Q12134	HUA2_YEAST	reviewed	Protein HUA2	HUA2 YOR284W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	243		HUA2	YOR284W	
P39979	HPA3_YEAST	reviewed	D-amino-acid N-acetyltransferase HPA3 (DNT) (EC 2.3.1.36) (EC 2.3.1.48) (Histone and other protein acetyltransferase 3)	HPA3 YEL066W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161		HPA3	YEL066W	
P11986	INO1_YEAST	reviewed	Inositol-3-phosphate synthase (MIP synthase) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (IPS) (MI-1-P synthase)	INO1 YJL153C J0610	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	533	J0610	INO1	YJL153C	
Q12089	AEP3_YEAST	reviewed	ATPase expression protein 3	AEP3 YPL005W YP8132.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	606	YP8132.08	AEP3	YPL005W	
P38986	ASPG1_YEAST	reviewed	L-asparaginase 1 (EC 3.5.1.1) (L-asparaginase I) (L-asparagine amidohydrolase I) (ASP I)	ASP1 YDR321W D9798.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	381	D9798.6	ASP1	YDR321W	
P38772	BCD1_YEAST	reviewed	Box C/D snoRNA protein 1	BCD1 YHR040W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	366		BCD1	YHR040W	
P53744	BIO5_YEAST	reviewed	7-keto 8-aminopelargonic acid transporter (KAPA transporter)	BIO5 YNR056C N3502	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	561	N3502	BIO5	YNR056C	
P41815	BAP3_YEAST	reviewed	Valine amino-acid permease (Branched-chain amino-acid permease 3)	BAP3 PAP1 YDR046C YD9609.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604	YD9609.02C	BAP3	YDR046C	PAP1
P25385	BOS1_YEAST	reviewed	Protein transport protein BOS1 (Bet one suppressor 1)	BOS1 YLR078C L9449.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244	L9449.9	BOS1	YLR078C	
P21560	CBP3_YEAST	reviewed	Protein CBP3, mitochondrial	CBP3 YPL215W P1775	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	335	P1775	CBP3	YPL215W	
P18900	COQ1_YEAST	reviewed	Hexaprenyl pyrophosphate synthase, mitochondrial (HPS) (EC 2.5.1.-)	COQ1 YBR003W YBR0109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	473	YBR0109	COQ1	YBR003W	
P17898	CPT1_YEAST	reviewed	Cholinephosphotransferase 1 (EC 2.7.8.2) (Aminoalcohol phosphotransferase CPT1) (Diacylglycerol cholinephosphotransferase 1) (Sn-1,2-diacylglycerol cholinephosphotransferase) (CHOPT)	CPT1 YNL130C N1218 N1867	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393	N1218 N1867	CPT1	YNL130C	
P18899	DDR48_YEAST	reviewed	Stress protein DDR48 (DNA damage-responsive protein 48) (DDRP 48) (Flocculent-specific protein) (YP 75)	DDR48 FSP YMR173W YM8010.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	430	YM8010.03	DDR48	YMR173W	FSP
P33750	DCA13_YEAST	reviewed	Protein SOF1 (U3 small nucleolar RNA-associated protein SOF1) (U3 snoRNA-associated protein SOF1)	SOF1 YLL011W L1339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	489	L1339	SOF1	YLL011W	
P40319	ELO3_YEAST	reviewed	Elongation of fatty acids protein 3 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELO3) (Affecting plasma membrane ATPase activity protein 1) (Suppressor of RAD3 essential function protein 1) (Suppressor of Rvs161 and Rvs167 mutations protein 4) (Very-long-chain 3-oxoacyl-CoA synthase 3) (v-SNARE bypass mutant gene 1 protein)	ELO3 APA1 SRE1 SUR4 VBM1 YLR372W L8039.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	345	L8039.2	ELO3	YLR372W	APA1 SRE1 SUR4 VBM1
Q04409	EMI2_YEAST	reviewed	Putative glucokinase-2 (EC 2.7.1.2) (Early meiotic induction protein 2) (Glucose kinase 2) (GLK-2)	EMI2 YDR516C D9719.21	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	500	D9719.21	EMI2	YDR516C	
Q06706	ELP1_YEAST	reviewed	Elongator complex protein 1 (Gamma-toxin target 1) (Protein IKI3)	IKI3 ELP1 TOT1 YLR384C L3502.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1349	L3502.7	IKI3	YLR384C	ELP1 TOT1
P40566	EGH1_YEAST	reviewed	Ergosteryl-beta-glucosidase (EC 3.2.1.-)	EGH1 YIR007W YIB7W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	764	YIB7W	EGH1	YIR007W	
P08431	GAL7_YEAST	reviewed	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	GAL7 YBR018C YBR0226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	366	YBR0226	GAL7	YBR018C	
P36033	FRE2_YEAST	reviewed	Ferric/cupric reductase transmembrane component 2 (EC 1.16.1.9) (Ferric-chelate reductase 2)	FRE2 YKL220C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	711		FRE2	YKL220C	
P46949	FYV8_YEAST	reviewed	Protein FYV8 (Function required for yeast viability protein 8)	FYV8 YGR196C G7589	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	817	G7589	FYV8	YGR196C	
P32874	HFA1_YEAST	reviewed	Acetyl-CoA carboxylase, mitochondrial (ACC) (EC 6.4.1.2) [Includes: Biotin carboxylase (EC 6.3.4.14)]	HFA1 YMR207C YM8261.01C YM8325.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2273	YM8261.01C YM8325.08C	HFA1	YMR207C	
Q06592	HPA2_YEAST	reviewed	Histone acetyltransferase HPA2 (EC 2.3.1.48)	HPA2 YPR193C P9677.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	156	P9677.12	HPA2	YPR193C	
Q12032	AIM41_YEAST	reviewed	Altered inheritance of mitochondria protein 41, mitochondrial	AIM41 YOR215C YOR50-5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	185	YOR50-5	AIM41	YOR215C	
P37254	ADCS_YEAST	reviewed	Aminodeoxychorismate synthase (ADC synthase) (EC 2.6.1.85) (P-aminobenzoic acid synthase) (PABA synthase) (Para-aminobenzoate synthase)	ABZ1 YNR033W N3286	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	787	N3286	ABZ1	YNR033W	
P03876	AI2M_YEAST	reviewed	Putative COX1/OXI3 intron 2 protein	AI2 Q0055	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	854		AI2	Q0055	
P33304	AFR1_YEAST	reviewed	Protein AFR1	AFR1 YDR085C D4471	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	620	D4471	AFR1	YDR085C	
P38636	ATX1_YEAST	reviewed	Metal homeostasis factor ATX1	ATX1 YNL259C N0840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	73	N0840	ATX1	YNL259C	
Q12067	ATX2_YEAST	reviewed	Metal homeostasis factor ATX2	ATX2 YOR079C YOR29-30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	313	YOR29-30	ATX2	YOR079C	
P13090	ATR1_YEAST	reviewed	Aminotriazole resistance protein	ATR1 SNQ1 YML116W YM8339.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	542	YM8339.03	ATR1	YML116W	SNQ1
P25558	BUD3_YEAST	reviewed	Bud site selection protein 3	BUD3 YCL014W YCL012W YCL013W YCL12W YCL13W YCL14W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1636	YCL012W YCL013W YCL12W YCL13W YCL14W	BUD3	YCL014W	
P53208	EAT1_YEAST	reviewed	Ethanol acetyltransferase 1 (EC 2.3.1.268) (Acetyl-CoA hydrolase) (EC 3.1.2.1) (Acetyl-CoA thioesterase) (Alcohol acetyltransferase) (AAT) (Ethyl acetate esterase) (EC 3.1.1.-)	EAT1 YGR015C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328		EAT1	YGR015C	
Q03466	EBS1_YEAST	reviewed	Protein EBS1 (EST1-like BCY1 suppressor 1)	EBS1 YDR206W YD8142.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	884	YD8142.03	EBS1	YDR206W	
Q12432	EAF3_YEAST	reviewed	Chromatin modification-related protein EAF3 (ESA1-associated factor 3)	EAF3 YPR023C YP9367.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401	YP9367.03C	EAF3	YPR023C	
P25615	DPO4_YEAST	reviewed	DNA polymerase IV (POL IV) (EC 2.7.7.7)	POL4 POLX YCR014C YCR14C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	582	YCR14C	POL4	YCR014C	POLX
P38149	DUG2_YEAST	reviewed	Probable di- and tripeptidase DUG2 (EC 3.4.-.-) (Deficient in utilization of glutathione protein 2) (GSH degradosomal complex subunit DUG2)	DUG2 YBR281C YBR2018	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	878	YBR2018	DUG2	YBR281C	
P38836	ECM14_YEAST	reviewed	Putative metallocarboxypeptidase ECM14 (EC 3.4.17.-) (Extracellular mutant protein 14)	ECM14 YHR132C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	430		ECM14	YHR132C	
Q03764	EKI1_YEAST	reviewed	Ethanolamine kinase (EK) (EC 2.7.1.82)	EKI1 YDR147W YD8358.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	534	YD8358.04	EKI1	YDR147W	
P32501	EI2BE_YEAST	reviewed	Translation initiation factor eIF-2B subunit epsilon (GCD complex subunit GCD6) (Guanine nucleotide exchange factor subunit GCD6) (eIF-2B GDP-GTP exchange factor subunit epsilon)	GCD6 TIF225 YDR211W YD8142.12 YD8142B.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	712	YD8142.12 YD8142B.03	GCD6	YDR211W	TIF225
P07149	FAS1_YEAST	reviewed	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	FAS1 YKL182W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2051		FAS1	YKL182W	
P40546	FAF1_YEAST	reviewed	Protein FAF1 (Forty S assembly factor)	FAF1 YIL019W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	346		FAF1	YIL019W	
P38124	FLR1_YEAST	reviewed	Fluconazole resistance protein 1	FLR1 YBR008C YBR0120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	548	YBR0120	FLR1	YBR008C	
Q08911	FDH1_YEAST	reviewed	Formate dehydrogenase 1 (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)	FDH1 YOR388C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	376		FDH1	YOR388C	
P53260	GATF_YEAST	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit F, mitochondrial (Glu-AdT subunit F) (EC 6.3.5.-)	GTF1 YGR102C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	183		GTF1	YGR102C	
P40066	GLE2_YEAST	reviewed	Nucleoporin GLE2 (Nuclear pore protein GLE2) (poly(A) RNA export protein RAE1)	GLE2 RAE1 YER107C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365		GLE2	YER107C	RAE1
P53961	GPI15_YEAST	reviewed	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI15 (GPI-GlcNAc transferase complex subunit GPI5) (GPI-GnT subunit GPI5) (EC 2.4.1.198) (PIGH homolog)	GPI15 YNL038W N2687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	229	N2687	GPI15	YNL038W	
Q04080	GPI17_YEAST	reviewed	GPI transamidase component GPI17	GPI17 YDR434W D9461.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	534	D9461.20	GPI17	YDR434W	
P49018	GPI8_YEAST	reviewed	GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-)	GPI8 YDR331W D9798.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411	D9798.2	GPI8	YDR331W	
P40581	GPX3_YEAST	reviewed	Glutathione peroxidase-like peroxiredoxin HYR1 (EC 1.11.1.24) (Glutathione peroxidase homolog 3) (GPx 3) (Hydrogen peroxide resistance protein 1) (Oxidant receptor peroxidase 1) (Phospholipid hydroperoxide glutathione peroxidase 3) (PHGPx3)	HYR1 GPX3 ORP1 YIR037W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	163		HYR1	YIR037W	GPX3 ORP1
Q02887	ATG21_YEAST	reviewed	Autophagy-related protein 21 (Cytoplasm to vacuole transport protein 21) (Homologous with SVP1 protein 1) (Maturation of proaminopeptidase I protein 1)	ATG21 CVT21 HSV1 MAI1 YPL100W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	496		ATG21	YPL100W	CVT21 HSV1 MAI1
P40344	ATG3_YEAST	reviewed	Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3)	ATG3 APG3 AUT1 YNR007C N2040	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310	N2040	ATG3	YNR007C	APG3 AUT1
P48558	BXI1_YEAST	reviewed	Bax inhibitor 1 (BH3 domain-containing protein BXI1)	BXI1 YBH3 YNL305C N0405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297	N0405	BXI1	YNL305C	YBH3
P32839	BCS1_YEAST	reviewed	Mitochondrial chaperone BCS1	BCS1 YDR375C D9481.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	456	D9481.17	BCS1	YDR375C	
P15202	CATA_YEAST	reviewed	Peroxisomal catalase A (EC 1.11.1.6)	CTA1 YDR256C YD9320A.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	515	YD9320A.06C	CTA1	YDR256C	
P24870	CG23_YEAST	reviewed	G2/mitotic-specific cyclin-3	CLB3 YDL155W D1539	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	427	D1539	CLB3	YDL155W	
P20437	CG11_YEAST	reviewed	G1/S-specific cyclin CLN1	CLN1 YMR199W YM9646.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546	YM9646.13	CLN1	YMR199W	
P16522	CDC23_YEAST	reviewed	Anaphase-promoting complex subunit CDC23 (Cell division control protein 23)	CDC23 YHR166C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	626		CDC23	YHR166C	
Q12127	CCW12_YEAST	reviewed	Covalently-linked cell wall protein 12 (Protein Alpha0.6)	CCW12 YLR110C L9354.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	133	L9354.7	CCW12	YLR110C	
Q05790	CRR1_YEAST	reviewed	Probable glycosidase CRR1 (EC 3.2.-.-) (CRH-related protein 1)	CRR1 YLR213C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	422		CRR1	YLR213C	
P38892	CRG1_YEAST	reviewed	Probable S-adenosylmethionine-dependent methyltransferase CRG1 (EC 2.1.1.-) (Cantharidin resistance protein 1)	CRG1 YHR209W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	291		CRG1	YHR209W	
P06634	DED1_YEAST	reviewed	ATP-dependent RNA helicase DED1 (EC 3.6.4.13) (DEAD box protein 1)	DED1 SPP81 YOR204W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604		DED1	YOR204W	SPP81
P47110	DPOD3_YEAST	reviewed	DNA polymerase delta subunit 3	POL32 YJR043C J1626	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	350	J1626	POL32	YJR043C	
P53871	DUG3_YEAST	reviewed	Probable glutamine amidotransferase DUG3 (Deficient in utilization of glutathione protein 3) (GSH degradosomal complex subunit DUG3)	DUG3 YNL191W N1410	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	357	N1410	DUG3	YNL191W	
P38875	GPI16_YEAST	reviewed	GPI transamidase component GPI16	GPI16 YHR188C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610		GPI16	YHR188C	
Q00582	GTR1_YEAST	reviewed	GTP-binding protein GTR1	GTR1 YML121W YM7056.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310	YM7056.05	GTR1	YML121W	
P19807	HNM1_YEAST	reviewed	Choline transport protein	HNM1 CTR CTR1 YGL077C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	563		HNM1	YGL077C	CTR CTR1
P32798	COT1_YEAST	reviewed	Cobalt uptake protein COT1	COT1 YOR316C O6131	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	439	O6131	COT1	YOR316C	
